body type,Brand,model,modelYear,price,Kms Driven,Fuel Type,Transmission,Max Power,Torque,Mileage,Engine,ownerNo,Insurance Validity,Seats,City
MUV,Maruti,Maruti Ertiga,2021,10.5,20000,Petrol,Manual,103.0,138.0,19.01,1462,1,Third Party insurance,7,hyderabad
SUV,Nissan,Nissan Magnite,2022,9.09,13918,Petrol,Manual,98.0,160.0,20.0,999,1,Third Party insurance,5,hyderabad
SUV,Nissan,Nissan Magnite,2020,7.34,28839,Petrol,Manual,71.0,96.0,18.75,999,1,Third Party,5,hyderabad
Hatchback,Maruti,Maruti Celerio,2017,4.5,30000,Petrol,Automatic,67.0,90.0,23.1,998,1,Third Party insurance,5,hyderabad
Hatchback,Datsun,Datsun RediGO,2018,3.56,16097,Petrol,Automatic,67.0,91.0,23.0,999,1,Comprehensive,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2021,8.35,23683,Petrol,Automatic,108.0,175.0,16.47,999,1,Third Party,5,hyderabad
MUV,Toyota,Toyota Innova Crysta,2023,31.0,10000,Diesel,Manual,147.0,343.0,19.24556842105263,2393,1,Third Party insurance,7,hyderabad
Hatchback,Maruti,Maruti Alto K10,2013,2.33,48471,Petrol,Manual,65.0,89.0,24.39,998,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto K10,2013,2.21,62437,Petrol,Manual,65.0,89.0,24.39,998,2,Third Party insurance,5,hyderabad
Sedan,Tata,Tata Tigor,2018,5.49,45000,Petrol,Automatic,84.0,114.0,20.3,1199,1,Third Party insurance,5,hyderabad
Sedan,Maruti,Maruti Ciaz,2022,8.81,15992,Petrol,Manual,103.0,138.0,20.65,1462,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2018,3.25,34000,Petrol,Manual,47.0,69.0,24.7,796,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2008,2.5,45000,Petrol,Manual,78.0,111.0,20.36,1197,1,Third Party insurance,5,hyderabad
MUV,Maruti,Maruti Ertiga,2016,8.1,90000,Diesel,Manual,93.0,225.0,24.2,1498,1,Third Party insurance,7,hyderabad
SUV,Tata,Tata Nexon,2018,12.0,40000,Diesel,Automatic,108.0,260.0,21.5,1497,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2022,6.5,22907,Petrol,Manual,88.0,113.0,22.38,1197,1,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2012,3.15,79000,CNG,Manual,67.0,90.0,33.54,998,1,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Xcent,2016,3.4,90000,Diesel,Manual,71.0,180.0,24.4,1120,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2019,3.33,16903,Petrol,Manual,47.0,69.0,24.7,796,2,Third Party insurance,5,hyderabad
Hatchback,Nissan,Nissan Micra,2018,5.68,36874,Petrol,Automatic,75.0,104.0,19.15,1198,1,Third Party insurance,5,hyderabad
Sedan,Maruti,Maruti Ciaz,2017,6.5,60000,Petrol,Automatic,91.0,130.0,19.12,1373,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2012,3.29,29994,Petrol,Manual,67.0,90.0,18.9,998,2,Third Party,5,hyderabad
Hatchback,Hyundai,Hyundai i20,2019,8.06,26416,Petrol,Automatic,81.0,117.0,17.4,1197,2,Third Party insurance,5,hyderabad
Sedan,Skoda,Skoda Rapid,2018,7.75,70000,Diesel,Manual,108.0,250.0,21.13,1498,2,Third Party insurance,5,hyderabad
SUV,Honda,Honda WR-V,2018,6.55,27581,Petrol,Manual,88.0,110.0,17.5,1199,2,Third Party insurance,5,hyderabad
SUV,Toyota,Toyota Fortuner,2018,32.5,80000,Diesel,Automatic,174.0,450.0,12.9,2755,1,Third Party insurance,7,hyderabad
Sedan,Maruti,Maruti Swift Dzire,2020,6.72,88126,Petrol,Manual,81.0,113.0,21.21,1197,1,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Venue,2019,9.81,72563,Petrol,Automatic,118.0,171.0,18.15,998,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai EON,2013,2.2,90000,LPG,Manual,55.0,74.0,21.1,814,2,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Creta,2016,8.04,88060,Petrol,Manual,121.0,151.0,13.0,1591,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2022,8.0,20000,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party insurance,5,hyderabad
MUV,Toyota,Toyota Innova,2015,9.5,119000,Diesel,Manual,100.0,200.0,12.99,2494,2,Comprehensive,7,hyderabad
Hatchback,Hyundai,Hyundai i20,2017,6.0,60000,Petrol,Manual,81.0,114.0,18.6,1197,1,Third Party insurance,5,hyderabad
SUV,Ford,Ford Endeavour,2020,35.95,45000,Diesel,Automatic,167.0,420.0,12.4,1996,1,Third Party,0,hyderabad
MUV,Kia,Kia Carnival,2021,26.5,80000,Diesel,Automatic,197.0,440.0,14.11,2199,2,Third Party insurance,7,hyderabad
SUV,Hyundai,Hyundai Creta,2020,14.75,95315,Diesel,Manual,126.0,265.0,20.5,1582,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2013,2.63,100000,Petrol,Manual,67.0,90.0,20.51,998,2,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro Xing,2010,2.45,31000,Petrol,Manual,62.0,96.0,17.92,1086,1,Third Party insurance,5,hyderabad
SUV,Maruti,Maruti Vitara Brezza,2019,7.77,109271,Diesel,Manual,88.0,200.0,24.3,1248,1,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Ignis,2019,5.07,47844,Petrol,Automatic,81.0,113.0,20.89,1197,2,Zero Dep,5,hyderabad
MUV,Maruti,Maruti XL6,2021,10.5,80000,Petrol,Manual,103.0,138.0,19.01,1462,2,Third Party insurance,6,hyderabad
Hatchback,Maruti,Maruti Wagon R,2013,2.97,62438,Petrol,Manual,67.0,90.0,18.9,998,1,Third Party,5,hyderabad
Hatchback,Hyundai,Hyundai i20,2013,4.11,89318,Petrol,Manual,82.0,113.0,18.5,1197,3,Third Party insurance,5,hyderabad
MUV,Kia,Kia Carnival,2021,26.0,90000,Diesel,Automatic,197.0,440.0,14.11,2199,2,Third Party insurance,7,hyderabad
Hatchback,Hyundai,Hyundai Santro,2019,5.29,29200,Petrol,Automatic,68.0,99.0,20.3,1086,2,Zero Dep,5,hyderabad
SUV,MG,MG Hector,2020,19.5,40000,Petrol,Automatic,141.0,250.0,13.96,1451,1,Third Party insurance,5,hyderabad
Sedan,Honda,Honda City,2019,9.16,96940,Petrol,Automatic,119.0,145.0,18.4,1498,1,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Verna,2018,8.42,65850,Petrol,Manual,121.0,151.0,17.0,1591,1,Comprehensive,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2011,2.9,90000,Petrol,Manual,78.0,111.0,20.36,1197,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro,2019,5.25,38264,Petrol,Automatic,68.0,99.0,20.3,1086,1,Third Party,5,hyderabad
SUV,Renault,Renault Duster,2018,8.95,47000,Petrol,Automatic,104.0,142.0,14.99,1498,1,Third Party insurance,5,hyderabad
SUV,Toyota,Toyota Fortuner,2019,36.0,77027,Diesel,Automatic,174.0,450.0,12.9,2755,1,Third Party insurance,7,hyderabad
Sedan,Honda,Honda City,2009,3.85,78000,Petrol,Manual,116.0,146.0,16.8,1497,1,Third Party insurance,5,hyderabad
SUV,Mahindra,Mahindra XUV300,2019,10.0,70000,Diesel,Manual,115.0,300.0,20.0,1497,2,Third Party insurance,5,hyderabad
Sedan,Skoda,Skoda Octavia,2008,3.0,112000,Petrol,Manual,110.0,210.0,12.8,1781,1,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Verna,2013,5.15,138000,Diesel,Manual,126.0,259.0,22.32,1582,1,Third Party insurance,5,hyderabad
Hatchback,Ford,Ford Figo,2010,2.99,51000,Diesel,Manual,68.0,160.0,20.0,1399,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2010,2.68,83462,Petrol,Manual,78.0,111.0,20.36,1197,2,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2021,4.83,26494,Petrol,Manual,67.0,91.0,21.74,999,1,Third Party,5,hyderabad
SUV,BMW,BMW X1,2011,12.99,82000,Diesel,Automatic,184.0,380.0,17.05,1995,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Baleno,2018,6.18,68101,Petrol,Manual,83.0,115.0,21.4,1197,1,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Swift,2018,6.91,99105,Diesel,Automatic,74.0,190.0,28.4,1248,2,Comprehensive,5,hyderabad
SUV,Hyundai,Hyundai Creta,2016,10.0,90000,Diesel,Manual,126.0,259.0,19.67,1582,1,Third Party insurance,5,hyderabad
Sedan,Maruti,Maruti Ciaz,2017,6.53,70424,Petrol,Automatic,91.0,130.0,19.12,1373,2,Comprehensive,5,hyderabad
SUV,Maruti,Maruti Vitara Brezza,2018,9.9,98000,Diesel,Automatic,88.0,200.0,24.3,1248,1,Third Party insurance,5,hyderabad
Sedan,Honda,Honda City,2014,5.37,79189,Diesel,Manual,98.0,200.0,25.1,1498,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2011,2.53,115218,Petrol,Manual,67.0,90.0,18.9,998,1,Comprehensive,5,hyderabad
Sedan,Hyundai,Hyundai Verna,2012,3.99,120000,Petrol,Manual,121.0,154.0,17.01,1591,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2015,4.71,119106,Petrol,Manual,88.0,113.0,22.38,1197,2,Third Party insurance,5,hyderabad
Sedan,Honda,Honda City,2011,3.4,60000,Petrol,Manual,118.0,146.0,17.0,1497,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2017,6.59,60000,Diesel,Manual,74.0,190.0,28.4,1248,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2019,3.7,80000,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2012,4.0,143000,Diesel,Manual,74.0,190.0,22.9,1248,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2018,7.0,50000,Diesel,Manual,74.0,190.0,25.2,1248,1,Third Party insurance,5,hyderabad
Sedan,Volkswagen,Volkswagen Passat,2011,7.5,105000,Diesel,Automatic,167.0,350.0,14.3,1968,1,Third Party insurance,5,hyderabad
MUV,Toyota,Toyota Innova Crysta,2016,20.0,110000,Diesel,Automatic,171.0,360.0,11.36,2755,1,Third Party insurance,7,hyderabad
Sedan,Honda,Honda City,2011,3.6,80000,Petrol,Manual,118.0,146.0,17.0,1497,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2013,3.68,121617,Petrol,Manual,88.0,113.0,22.38,1197,2,Third Party,5,hyderabad
Sedan,Volkswagen,Volkswagen Vento,2015,5.56,83825,Petrol,Manual,103.0,153.0,15.04,1598,2,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Swift,2014,4.26,92299,Petrol,Manual,85.0,114.0,18.6,1197,1,Not Available,5,hyderabad
SUV,Maruti,Maruti Vitara Brezza,2018,9.61,50643,Diesel,Automatic,88.0,200.0,24.3,1248,2,Zero Dep,5,hyderabad
SUV,Mahindra,Mahindra TUV 300,2018,7.93,110243,Diesel,Manual,100.0,240.0,18.49,1493,2,Zero Dep,7,hyderabad
Sedan,Mercedes-Benz,Mercedes-Benz C-Class,2012,9.9,92721,Diesel,Automatic,170.0,400.0,14.84,2143,1,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Creta,2016,9.51,93104,Petrol,Automatic,121.0,151.0,13.0,1591,1,Comprehensive,5,hyderabad
Sedan,Toyota,Toyota Corolla Altis,2008,3.0,83858,Petrol,Manual,138.0,173.0,14.53,1798,3,Not Available,5,hyderabad
MUV,Datsun,Datsun GO Plus,2021,5.67,48869,Petrol,Manual,67.0,104.0,19.02,1198,1,Third Party,7,hyderabad
Hatchback,Maruti,Maruti Alto K10,2017,2.98,86555,Petrol,Manual,65.0,89.0,24.39,998,1,Comprehensive,5,hyderabad
Sedan,Volkswagen,Volkswagen Vento,2011,3.5,60000,Petrol,Manual,103.0,153.0,15.04,1598,2,Third Party insurance,5,hyderabad
MUV,Renault,Renault Triber,2022,6.74,39316,Petrol,Manual,71.0,96.0,20.0,999,1,Zero Dep,7,hyderabad
SUV,Renault,Renault Duster,2014,4.5,110000,Diesel,Manual,83.0,200.0,20.45,1461,2,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Bolt,2016,2.7,100000,Diesel,Manual,74.0,190.0,22.95,1248,2,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Venue,2020,10.0,60000,Petrol,Manual,118.0,171.0,18.27,998,1,Third Party insurance,5,hyderabad
SUV,Mahindra,Mahindra XUV500,2016,10.5,100000,Diesel,Manual,140.0,320.0,16.0,1997,1,Third Party insurance,7,hyderabad
Sedan,Skoda,Skoda Laura,2012,4.5,110000,Diesel,Manual,108.0,250.0,20.0,1968,2,Third Party insurance,5,hyderabad
SUV,Mercedes-Benz,Mercedes-Benz M-Class,2011,17.25,135000,Diesel,Automatic,165.0,510.0,19.24556842105263,2987,1,Third Party insurance,5,hyderabad
SUV,Toyota,Toyota Urban cruiser,2022,11.75,19500,Petrol,Automatic,103.0,138.0,18.76,1462,1,Comprehensive,5,hyderabad
Sedan,Honda,Honda Amaze,2021,9.4,22127,Petrol,Automatic,88.0,110.0,18.3,1199,1,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2015,2.51,78010,Petrol,Manual,47.0,69.0,22.05,796,2,Comprehensive,5,hyderabad
SUV,Ford,Ford Ecosport,2021,9.88,14087,Petrol,Manual,120.0,149.0,15.9,1496,1,Third Party,5,hyderabad
SUV,MG,MG ZS EV,2022,26.75,30000,Electric,Automatic,174.0,280.0,19.24556842105263,0,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata Nexon,2022,11.57,55253,Diesel,Manual,108.0,260.0,21.19,1497,1,Comprehensive,5,hyderabad
SUV,Kia,Kia Seltos,2020,15.98,63008,Petrol,Automatic,138.0,242.0,16.5,1353,1,Zero Dep,5,hyderabad
SUV,MG,MG ZS EV,2022,26.75,22000,Electric,Automatic,174.0,280.0,19.24556842105263,0,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2015,2.66,73944,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,hyderabad
Sedan,Skoda,Skoda Superb,2021,32.75,37000,Petrol,Automatic,187.0,320.0,15.1,1984,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2017,2.79,52052,Petrol,Manual,47.0,69.0,22.05,796,2,Third Party,5,hyderabad
Hatchback,Hyundai,Hyundai Grand i10,2018,4.65,42399,Petrol,Manual,81.0,113.0,18.9,1197,2,Third Party insurance,5,hyderabad
Sedan,Maruti,Maruti Swift Dzire,2015,2.1,50000,Diesel,Manual,74.0,190.0,26.59,1248,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2020,5.49,64584,CNG,Manual,58.0,78.0,32.52,998,1,Zero Dep,5,hyderabad
Minivans,Maruti,Maruti Eeco,2014,3.45,44000,Petrol,Manual,73.0,101.0,15.37,1196,1,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2017,3.0,101434,Petrol,Automatic,67.0,91.0,23.01,999,1,Not Available,5,hyderabad
Minivans,Maruti,Maruti Eeco,2019,4.95,13500,Petrol,Manual,79.0,104.0,19.71,1197,1,Comprehensive,5,hyderabad
Sedan,Volkswagen,Volkswagen Ameo,2017,4.75,75000,Diesel,Manual,108.0,250.0,21.66,1498,2,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Verna,2012,4.45,75000,Diesel,Manual,126.0,259.0,22.32,1582,1,Comprehensive,5,hyderabad
Sedan,Honda,Honda City,2010,1.65,96402,Petrol,Manual,118.0,146.0,17.0,1497,1,Not Available,5,hyderabad
SUV,MG,MG Hector Plus,2021,14.91,20225,Petrol,Automatic,141.0,250.0,19.24556842105263,1451,1,Not Available,6,hyderabad
Hatchback,Hyundai,Hyundai i10,2016,2.9,55000,Petrol,Manual,68.0,99.0,19.81,1086,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata Nexon,2021,8.6,44641,Petrol,Manual,118.0,170.0,17.33,1199,1,Comprehensive,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2010,2.41,83958,Petrol,Manual,78.0,111.0,20.36,1197,1,Third Party,5,hyderabad
SUV,Mahindra,Mahindra Scorpio,2006,1.21,124406,Diesel,Manual,120.0,290.0,10.5,2609,3,Not Available,7,hyderabad
SUV,Tata,Tata Nexon,2018,8.17,35226,Petrol,Automatic,108.0,170.0,17.0,1198,2,Comprehensive,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2011,3.3,75552,Petrol,Automatic,78.0,111.0,16.95,1197,2,Third Party,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2010,1.85,107972,Petrol,Manual,78.0,111.0,20.36,1197,1,Comprehensive,5,hyderabad
Sedan,Volkswagen,Volkswagen Ameo,2019,5.68,46451,Petrol,Manual,75.0,95.0,19.44,999,1,Third Party insurance,5,hyderabad
Minivans,Maruti,Maruti Eeco,2021,4.7,28220,Petrol,Manual,72.0,98.0,16.11,1196,1,Not Available,5,hyderabad
Hatchback,Maruti,Maruti S-Presso,2019,4.57,77415,Petrol,Automatic,67.0,90.0,21.7,998,1,Comprehensive,5,hyderabad
SUV,Hyundai,Hyundai Venue,2020,10.22,47314,Petrol,Automatic,118.0,171.0,18.15,998,1,Zero Dep,5,hyderabad
Hatchback,Renault,Renault KWID,2017,3.12,50000,Petrol,Automatic,67.0,91.0,24.04,999,1,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Indica,2012,1.17,120000,Diesel,Manual,70.0,135.0,19.4,1405,2,Third Party insurance,5,hyderabad
Sedan,Skoda,Skoda Rapid,2018,8.7,40000,Diesel,Manual,108.0,250.0,21.13,1498,1,Third Party insurance,5,hyderabad
Hatchback,Honda,Honda Brio,2013,2.85,80000,Petrol,Manual,86.0,109.0,19.4,1198,2,Third Party insurance,5,hyderabad
SUV,Toyota,Toyota Fortuner,2018,28.0,120000,Diesel,Manual,174.0,420.0,14.24,2755,1,Third Party insurance,7,hyderabad
Minivans,Maruti,Maruti Eeco,2020,5.2,16415,Petrol,Manual,79.0,104.0,19.71,1197,1,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Alto,2008,1.0,110000,Petrol,Manual,46.0,62.0,19.7,796,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2019,5.5,30564,Petrol,Automatic,81.0,113.0,20.52,1197,1,Comprehensive,5,hyderabad
Hatchback,Ford,Ford Figo,2011,1.85,90000,Diesel,Manual,68.0,160.0,20.0,1399,2,Third Party insurance,5,hyderabad
MUV,Datsun,Datsun GO Plus,2019,4.31,62674,Petrol,Manual,67.0,104.0,19.83,1198,3,Third Party insurance,7,hyderabad
Hatchback,Honda,Honda Jazz,2018,6.31,61710,Petrol,Automatic,88.0,110.0,18.2,1199,1,Third Party,5,hyderabad
Sedan,Hyundai,Hyundai Verna,2012,4.76,95000,Diesel,Automatic,126.0,259.0,22.32,1582,1,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Creta,2017,11.19,99215,Diesel,Automatic,126.0,259.0,17.01,1582,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata Nexon,2019,10.02,46034,Diesel,Automatic,108.0,260.0,21.5,1497,1,Zero Dep,5,hyderabad
MUV,Maruti,Maruti Ertiga,2014,6.85,20000,Petrol,Manual,93.0,130.0,16.02,1373,1,Third Party,7,hyderabad
Hatchback,Honda,Honda Brio,2013,3.47,60993,Petrol,Manual,86.0,109.0,19.4,1198,1,Third Party insurance,5,hyderabad
SUV,Mahindra,Mahindra XUV500,2015,6.5,90000,Diesel,Manual,140.0,330.0,16.0,2179,2,Third Party insurance,7,hyderabad
Sedan,Maruti,Maruti Swift Dzire,2017,7.56,71821,Diesel,Manual,74.0,190.0,28.4,1248,1,Third Party insurance,5,hyderabad
SUV,MG,MG Hector,2021,15.81,2486,Petrol,Manual,141.0,250.0,15.81,1451,1,Third Party,5,hyderabad
Sedan,Honda,Honda Civic,2006,2.3,60000,Petrol,Automatic,130.0,172.0,12.9,1799,3,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Grand i10 Nios,2020,5.84,12740,Petrol,Manual,81.0,113.0,20.7,1197,1,Comprehensive,5,hyderabad
SUV,Tata,Tata Nexon EV Prime,2022,15.0,30000,Electric,Automatic,127.0,245.0,19.24556842105263,0,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Grand i10,2018,4.0,79079,Diesel,Manual,73.0,190.0,24.0,1186,2,Not Available,5,hyderabad
Hatchback,Tata,Tata Altroz,2022,5.35,28522,Petrol,Manual,86.0,113.0,19.33,1199,1,Comprehensive,5,hyderabad
Sedan,Mahindra,Mahindra E Verito,2018,4.1,67200,Electric,Automatic,41.0,91.0,19.24556842105263,0,1,Third Party insurance,5,hyderabad
Sedan,Mahindra,Mahindra E Verito,2018,2.95,50000,Electric,Automatic,41.0,91.0,19.24556842105263,0,1,Third Party insurance,5,hyderabad
Sedan,Volvo,Volvo S60,2018,22.0,46000,Diesel,Automatic,190.0,400.0,27.03,1969,1,Third Party insurance,5,hyderabad
SUV,Mahindra,Mahindra Scorpio N,2022,21.2,20000,Diesel,Manual,172.0,370.0,19.24556842105263,2198,1,Third Party insurance,7,hyderabad
SUV,Mahindra,Mahindra KUV 100,2016,3.1,80000,Diesel,Manual,77.0,190.0,25.32,1198,1,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2017,3.37,29011,Petrol,Manual,67.0,91.0,23.01,999,1,Third Party insurance,5,hyderabad
SUV,Kia,Kia Seltos,2020,12.59,42372,Petrol,Manual,113.0,144.0,16.8,1497,1,Comprehensive,5,hyderabad
SUV,Mahindra,Mahindra Thar,2021,14.0,23147,Petrol,Automatic,150.0,320.0,19.24556842105263,1997,2,Not Available,4,hyderabad
Sedan,Honda,Honda City,2022,12.91,22310,Diesel,Manual,97.0,200.0,24.1,1498,1,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Celerio,2016,4.98,18732,Petrol,Automatic,65.0,89.0,26.0,998,1,Comprehensive,5,hyderabad
Sedan,Toyota,Toyota Etios,2016,4.7,95417,Diesel,Manual,67.0,170.0,23.59,1364,1,Not Available,5,hyderabad
Sedan,Honda,Honda City,2014,5.45,62015,Petrol,Automatic,117.0,145.0,18.0,1497,2,Comprehensive,5,hyderabad
SUV,Ford,Ford Ecosport,2018,8.95,54000,Petrol,Automatic,120.0,149.0,14.7,1496,1,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2019,4.27,51237,Petrol,Automatic,67.0,91.0,23.01,999,2,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Xcent,2017,5.59,36140,Petrol,Manual,81.0,113.0,20.14,1197,1,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Swift,2018,6.5,80000,Diesel,Manual,74.0,190.0,28.4,1248,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Celerio,2016,4.43,70895,Petrol,Automatic,65.0,89.0,26.0,998,2,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Grand i10,2018,4.8,90000,Diesel,Manual,73.0,190.0,24.0,1186,1,Third Party insurance,5,hyderabad
Sedan,Tata,Tata Tigor,2020,6.6,60000,Petrol,Manual,84.0,113.0,19.28,1199,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2007,1.45,70237,Petrol,Manual,67.0,90.0,21.79,998,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro Xing,2007,1.65,89592,Petrol,Manual,66.0068493150685,95.93150684931507,17.0,1086,1,Third Party insurance,5,hyderabad
Sedan,Chevrolet,Chevrolet Cruze,2010,3.8,79333,Diesel,Manual,147.0,327.0,18.3,1991,1,Third Party insurance,5,hyderabad
Sedan,Maruti,Maruti Swift Dzire,2014,4.5,82144,Diesel,Manual,74.0,190.0,23.4,1248,1,Third Party insurance,5,hyderabad
Sedan,BMW,BMW 3 Series,2018,23.0,40000,Diesel,Automatic,190.0,400.0,22.69,1995,1,Third Party insurance,5,hyderabad
Sedan,Volkswagen,Volkswagen Vento,2015,5.0,129517,Diesel,Automatic,103.0,250.0,21.21,1498,2,Not Available,5,hyderabad
Hatchback,Hyundai,Hyundai Santro,2019,5.31,39881,Petrol,Automatic,68.0,99.0,20.3,1086,1,Comprehensive,5,hyderabad
Hatchback,Tata,Tata Altroz,2021,7.44,12280,Petrol,Manual,108.0,140.0,18.5,1199,1,Comprehensive,5,hyderabad
Sedan,Tata,Tata Manza,2011,2.0,70000,Diesel,Manual,88.0,200.0,21.12,1248,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Celerio,2020,5.76,49984,CNG,Manual,58.0,78.0,30.47,998,1,Comprehensive,5,hyderabad
SUV,Ford,Ford Ecosport,2017,7.6,51258,Petrol,Automatic,121.0,150.0,14.8,1497,1,Comprehensive,5,hyderabad
Sedan,Hyundai,Hyundai Xcent Prime,2019,4.0,90000,CNG,Manual,65.0,97.0,19.24556842105263,1197,2,Third Party insurance,5,hyderabad
Hatchback,Honda,Honda Brio,2012,2.73,95178,Petrol,Manual,86.0,109.0,19.4,1198,2,Comprehensive,5,hyderabad
Sedan,Volkswagen,Volkswagen Ameo,2016,4.8,62000,Petrol,Manual,75.0,95.0,19.44,999,1,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Creta,2016,9.22,119781,Diesel,Manual,126.0,259.0,19.67,1582,1,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Altroz,2021,7.46,31750,Petrol,Manual,108.0,140.0,18.5,1199,2,Zero Dep,5,hyderabad
MUV,Toyota,Toyota Innova Crysta,2019,24.0,78000,Diesel,Automatic,171.0,360.0,11.36,2755,1,Comprehensive,7,hyderabad
Sedan,Hyundai,Hyundai Verna,2013,4.9,110000,Diesel,Manual,126.0,259.0,22.32,1582,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Grand i10,2014,4.6,73400,Petrol,Automatic,82.0,114.0,18.9,1197,1,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Tiago,2018,4.9,40000,Petrol,Automatic,83.0,114.0,23.84,1199,3,Third Party insurance,5,hyderabad
SUV,Mahindra,Mahindra XUV500,2020,15.89,49500,Diesel,Automatic,152.0,360.0,15.1,2179,1,Third Party insurance,7,hyderabad
Sedan,Hyundai,Hyundai Verna,2022,9.3,14991,Petrol,Manual,113.0,143.0,17.7,1497,1,Not Available,5,hyderabad
MUV,Maruti,Maruti Ertiga,2022,7.02,32363,Petrol,Manual,103.0,138.0,19.01,1462,1,Not Available,7,hyderabad
Sedan,Hyundai,Hyundai Verna,2013,4.65,60000,Diesel,Manual,126.0,259.0,22.32,1582,2,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro,2002,50.0,99750,Petrol,Manual,81.39520958083833,116.94011976047904,19.24556842105263,999,2,Not Available,5,hyderabad
Sedan,Skoda,Skoda Rapid,2021,10.08,15504,Petrol,Manual,108.0,175.0,18.97,999,1,Third Party insurance,5,hyderabad
