body type,Brand,model,modelYear,price,Kms Driven,Fuel Type,Transmission,Max Power,Torque,Mileage,Engine,ownerNo,Insurance Validity,Seats,City
SUV,Ford,Ford Ecosport,2018,8.13,20858,Petrol,Manual,121.0,150.0,17.0,1497,1,Third Party,5,hyderabad
SUV,Jeep,Jeep Compass,2019,14.85,30000,Petrol,Automatic,160.0,250.0,16.0,1368,1,Third Party insurance,5,hyderabad
SUV,Mahindra,Mahindra Thar,2018,7.44,90305,Diesel,Manual,105.0,247.0,16.55,2498,2,Third Party insurance,6,hyderabad
SUV,Hyundai,Hyundai Creta,2017,9.89,99128,Diesel,Manual,126.0,259.0,19.67,1582,1,Third Party,5,hyderabad
SUV,Jeep,Jeep Compass,2019,14.85,30000,Petrol,Automatic,160.0,250.0,16.0,1368,1,Third Party insurance,5,hyderabad
Sedan,Honda,Honda Amaze,2014,4.08,52597,Petrol,Manual,86.0,109.0,18.0,1198,2,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Swift,2015,4.0,112921,Diesel,Manual,74.0,190.0,25.2,1248,3,Not Available,5,hyderabad
Sedan,Maruti,Maruti Swift Dzire,2014,4.92,73626,Diesel,Manual,74.0,190.0,23.4,1248,1,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2018,4.46,42964,Petrol,Automatic,67.0,91.0,24.04,999,1,Third Party,5,hyderabad
Sedan,Maruti,Maruti Ciaz,2016,5.0,100000,Diesel,Manual,88.0,200.0,28.09,1248,2,Third Party insurance,5,hyderabad
SUV,Jeep,Jeep Compass,2017,11.03,89906,Diesel,Manual,170.0,350.0,17.1,1956,1,Comprehensive,5,hyderabad
SUV,Mahindra,Mahindra Scorpio,2018,9.6,80000,Diesel,Manual,120.0,280.0,16.36,2179,2,Third Party insurance,7,hyderabad
Sedan,Maruti,Maruti Swift Dzire Tour,2019,5.5,110000,Diesel,Manual,74.0,190.0,19.95,1248,1,Third Party insurance,5,hyderabad
SUV,Kia,Kia Seltos,2019,15.0,40000,Diesel,Manual,113.0,250.0,20.8,1493,1,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Tiago,2020,6.6,40000,Petrol,Automatic,84.0,113.0,19.0,1199,2,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Xcent,2015,3.65,90000,Diesel,Manual,71.0,180.0,24.4,1120,1,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Elantra,2018,14.5,30000,Diesel,Automatic,126.0,259.0,18.23,1582,1,Third Party insurance,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2021,9.0,45416,Petrol,Automatic,108.0,175.0,16.47,999,1,Not Available,5,hyderabad
Hatchback,Hyundai,Hyundai i20,2013,3.85,64000,Petrol,Manual,82.0,113.0,18.5,1197,1,Third Party insurance,5,hyderabad
SUV,MG,MG Hector,2021,16.39,16769,Petrol,Automatic,141.0,250.0,19.24556842105263,1451,1,Comprehensive,5,hyderabad
SUV,Nissan,Nissan Magnite,2021,7.65,30580,Petrol,Manual,98.0,160.0,20.0,999,1,Comprehensive,5,hyderabad
SUV,Land Rover,Land Rover Range Rover Evoque,2018,45.0,47000,Diesel,Automatic,177.0,430.0,15.68,1999,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata Nexon,2021,9.91,25596,Petrol,Automatic,118.0,170.0,17.05,1199,2,Third Party,5,hyderabad
SUV,Maruti,Maruti Vitara Brezza,2017,7.44,89681,Diesel,Manual,88.0,200.0,24.3,1248,1,Comprehensive,5,hyderabad
MUV,Maruti,Maruti Ertiga,2018,8.25,42000,Petrol,Manual,103.0,138.0,19.01,1462,1,Third Party insurance,7,hyderabad
MUV,Renault,Renault Triber,2022,7.7,29302,Petrol,Automatic,71.0,96.0,18.2,999,1,Zero Dep,7,hyderabad
Sedan,Honda,Honda City,2015,7.45,41200,Petrol,Automatic,117.0,145.0,18.0,1497,1,Comprehensive,5,hyderabad
SUV,Tata,Tata Harrier,2021,17.75,70076,Diesel,Manual,167.0,350.0,16.35,1956,1,Third Party,5,hyderabad
SUV,Ford,Ford Ecosport,2018,7.65,90114,Diesel,Manual,98.0,205.0,23.0,1498,1,Comprehensive,5,hyderabad
SUV,Mahindra,Mahindra Bolero,2014,2.5,80000,Diesel,Manual,63.0,180.0,15.96,2523,4,Third Party insurance,9,hyderabad
SUV,Renault,Renault Duster,2019,8.35,5933,Petrol,Automatic,104.0,142.0,14.99,1498,1,Third Party,5,hyderabad
Hatchback,Tata,Tata Tiago,2017,4.7,30000,Petrol,Manual,84.0,114.0,23.84,1199,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto K10,2011,2.0,60000,Petrol,Manual,67.0,90.0,20.92,998,1,Third Party insurance,5,hyderabad
SUV,Mercedes-Benz,Mercedes-Benz EQC,2021,75.0,20000,Electric,Automatic,402.0,760.0,19.24556842105263,0,1,Third Party insurance,5,hyderabad
Sedan,Audi,Audi A4,2013,12.99,66000,Diesel,Automatic,147.0,320.0,16.55,1968,1,Third Party insurance,5,hyderabad
Sedan,Skoda,Skoda Octavia,2007,2.49,110000,Diesel,Manual,66.0,210.0,18.7,1896,1,Third Party insurance,5,hyderabad
Sedan,Skoda,Skoda Superb,2007,2.79,133000,Diesel,Automatic,163.0,35.0,11.9,2496,1,Third Party insurance,5,hyderabad
Hatchback,Ford,Ford Figo,2011,3.1,61000,Diesel,Manual,68.0,160.0,20.0,1399,1,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2021,4.18,29828,Petrol,Manual,67.0,91.0,21.46,999,1,Third Party,5,hyderabad
Hatchback,Hyundai,Hyundai EON,2015,2.57,58321,Petrol,Manual,55.0,74.0,21.1,814,3,Third Party insurance,5,hyderabad
Sedan,Volvo,Volvo S60,2012,7.99,85000,Diesel,Automatic,163.0,400.0,18.5,1985,1,Third Party insurance,5,hyderabad
Sedan,Honda,Honda Amaze,2019,6.22,37566,Petrol,Manual,88.0,110.0,19.5,1199,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2016,2.38,60610,Petrol,Manual,47.0,69.0,22.05,796,2,Third Party insurance,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2011,3.65,30000,Petrol,Manual,73.0,110.0,16.47,1198,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Baleno,2019,7.53,32098,Petrol,Automatic,83.0,115.0,21.4,1197,1,Comprehensive,5,hyderabad
Sedan,Honda,Honda City,2015,5.2,100000,Diesel,Manual,98.0,200.0,26.0,1498,1,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2018,3.94,48556,Petrol,Automatic,67.0,91.0,23.01,999,1,Third Party,5,hyderabad
Sedan,Hyundai,Hyundai Verna,2018,9.91,76654,Diesel,Automatic,126.0,259.0,22.0,1582,1,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Creta,2021,14.0,50000,Diesel,Manual,113.0,250.0,19.24556842105263,1493,1,Third Party insurance,5,hyderabad
Hatchback,Toyota,Toyota Glanza,2019,7.73,39014,Petrol,Automatic,81.0,113.0,19.56,1197,1,Third Party insurance,5,hyderabad
Hatchback,Fiat,Fiat Abarth Avventura,2015,4.75,105000,Petrol,Manual,140.0,210.0,17.1,1368,2,Third Party insurance,5,hyderabad
Sedan,Chevrolet,Chevrolet Cruze,2010,4.65,95000,Diesel,Manual,147.0,327.0,18.3,1991,1,Third Party insurance,5,hyderabad
SUV,Toyota,Toyota Fortuner,2010,11.99,122000,Diesel,Manual,171.0,343.0,11.5,2982,1,Third Party insurance,7,hyderabad
SUV,Mahindra,Mahindra XUV300,2022,13.0,10000,Petrol,Automatic,108.0,200.0,16.5,1197,1,Third Party insurance,5,hyderabad
SUV,Ford,Ford Endeavour,2020,35.75,45000,Diesel,Automatic,158.0,385.0,12.62,2198,1,Third Party,0,hyderabad
SUV,Ford,Ford Ecosport,2017,7.0,80000,Diesel,Manual,98.0,205.0,23.0,1498,1,Third Party insurance,5,hyderabad
SUV,Ford,Ford Ecosport,2015,4.5,120000,Diesel,Manual,98.0,205.0,22.77,1498,1,Third Party insurance,5,hyderabad
SUV,Ford,Ford Endeavour,2020,39.0,44989,Diesel,Automatic,167.0,420.0,12.4,1996,1,Third Party insurance,0,hyderabad
Hatchback,Hyundai,Hyundai EON,2016,2.89,68336,Petrol,Manual,55.0,74.0,21.1,814,2,Third Party,5,hyderabad
Hatchback,Maruti,Maruti Swift,2013,4.03,79202,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party,5,hyderabad
MUV,Toyota,Toyota Innova,2008,3.8,150000,Diesel,Manual,102.0,20.0,12.8,2494,2,Third Party insurance,8,hyderabad
Hatchback,Honda,Honda Jazz,2018,6.17,101883,Diesel,Manual,98.0,200.0,27.3,1498,2,Third Party,5,hyderabad
SUV,Hyundai,Hyundai Creta,2018,11.92,105405,Diesel,Automatic,126.0,259.0,17.6,1582,1,Zero Dep,5,hyderabad
Sedan,Hyundai,Hyundai Verna,2012,3.4,120000,Petrol,Manual,121.0,154.0,17.01,1591,1,Third Party insurance,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2021,9.25,55053,Petrol,Automatic,108.0,175.0,16.47,999,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Baleno,2022,8.5,10000,Petrol,Manual,88.0,113.0,22.35,1197,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto K10,2015,2.25,111046,Petrol,Manual,65.0,89.0,24.39,998,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Celerio,2022,6.92,1457,CNG,Manual,55.0,82.0,35.6,998,1,Zero Dep,5,hyderabad
SUV,Mahindra,Mahindra Bolero Neo,2022,11.8,63752,Diesel,Manual,100.0,260.0,17.29,1493,1,Zero Dep,7,hyderabad
Sedan,Tata,Tata Manza,2010,1.95,80000,Diesel,Manual,90.0,200.0,19.0,1248,2,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Xcent,2018,4.2,50000,Diesel,Manual,73.0,190.0,25.4,1186,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2012,3.5,91543,Diesel,Manual,74.0,190.0,22.9,1248,3,Not Available,5,hyderabad
Sedan,Ford,Ford Aspire,2019,5.9,60000,Diesel,Manual,99.0,215.0,26.1,1498,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata Nexon,2021,9.6,30000,Diesel,Manual,113.0,260.0,23.22,1497,1,Third Party insurance,5,hyderabad
SUV,Maruti,Maruti Vitara Brezza,2017,7.5,74320,Diesel,Manual,88.0,200.0,24.3,1248,1,Not Available,5,hyderabad
Hatchback,Chevrolet,Chevrolet Beat,2014,2.4,70000,Diesel,Manual,56.0,142.0,25.44,936,2,Third Party insurance,5,hyderabad
SUV,Maruti,Maruti Brezza,2022,12.6,10000,Petrol,Manual,101.0,136.0,19.89,1462,1,Third Party insurance,5,hyderabad
Sedan,Honda,Honda City,2016,6.17,53326,Petrol,Manual,117.0,145.0,17.8,1497,2,Comprehensive,5,hyderabad
Sedan,Maruti,Maruti Swift Dzire,2019,7.7,97112,Diesel,Automatic,74.0,190.0,28.4,1248,1,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Creta,2022,18.0,10000,Petrol,Automatic,138.0,242.0,19.24556842105263,1353,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Grand i10,2018,6.42,8345,Petrol,Automatic,81.0,113.0,18.9,1197,1,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2014,3.18,45852,Petrol,Manual,67.0,90.0,20.51,998,2,Third Party insurance,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2016,6.2,90000,Diesel,Manual,108.0,250.0,21.49,1498,1,Third Party insurance,5,hyderabad
SUV,Nissan,Nissan Magnite,2022,9.51,12094,Petrol,Automatic,98.0,152.0,17.4,999,1,Zero Dep,5,hyderabad
MUV,Maruti,Maruti Ertiga,2021,9.0,20000,Petrol,Automatic,103.0,138.0,17.99,1462,1,Third Party insurance,7,hyderabad
SUV,Hyundai,Hyundai Alcazar,2021,18.08,30111,Diesel,Manual,113.0,250.0,20.4,1493,1,Third Party insurance,6,hyderabad
Hatchback,Maruti,Maruti Swift,2018,6.69,34840,Petrol,Automatic,88.0,113.0,22.56,1197,1,Third Party insurance,5,hyderabad
Sedan,Skoda,Skoda Rapid,2018,6.8,100000,Diesel,Automatic,108.0,250.0,21.72,1498,2,Third Party insurance,5,hyderabad
Sedan,Volkswagen,Volkswagen Vento,2013,3.76,110807,Diesel,Manual,103.0,250.0,20.54,1598,2,Third Party insurance,5,hyderabad
SUV,Kia,Kia Sonet,2022,10.5,10000,Petrol,Manual,81.0,115.0,18.4,1197,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro Xing,2004,96.0,131561,Petrol,Manual,66.0068493150685,95.93150684931507,17.0,1086,5,Not Available,5,hyderabad
Sedan,Hyundai,Hyundai Aura,2021,6.0,38370,Petrol,Manual,81.0,113.0,20.5,1197,1,Not Available,5,hyderabad
SUV,Maruti,Maruti Vitara Brezza,2020,8.8,60000,Petrol,Manual,103.0,138.0,17.03,1462,1,Third Party insurance,5,hyderabad
MUV,Renault,Renault Triber,2020,6.4,30000,Petrol,Manual,71.0,96.0,20.0,999,1,Third Party insurance,7,hyderabad
Sedan,Hyundai,Hyundai Accent,2003,80.0,120000,Diesel,Manual,82.0,187.0,13.1,1493,2,Third Party insurance,5,hyderabad
SUV,Mahindra,Mahindra XUV300,2020,8.5,50000,Petrol,Manual,108.0,200.0,17.0,1197,1,Third Party insurance,5,hyderabad
Sedan,BMW,BMW 3 Series,2012,9.0,70000,Diesel,Automatic,184.0,380.0,18.88,1995,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro Xing,2010,1.95,90566,Petrol,Manual,62.0,96.0,17.92,1086,2,Third Party insurance,5,hyderabad
Sedan,Hyundai,Hyundai Verna,2019,10.33,67370,Diesel,Automatic,126.0,259.0,22.0,1582,2,Third Party insurance,5,hyderabad
SUV,MG,MG Hector,2021,17.0,20000,Petrol,Automatic,141.0,250.0,13.96,1451,1,Third Party insurance,5,hyderabad
MUV,Mahindra,Mahindra Marazzo,2021,12.68,19661,Diesel,Manual,120.0,300.0,17.3,1497,1,Third Party insurance,8,hyderabad
SUV,Hyundai,Hyundai Venue,2021,11.2,58177,Diesel,Manual,98.0,240.0,23.7,1493,1,Third Party,5,hyderabad
SUV,Maruti,Maruti SX4 S Cross,2020,8.5,40000,Petrol,Manual,103.0,138.0,18.55,1462,1,Third Party insurance,5,hyderabad
SUV,Renault,Renault Duster,2013,4.08,76134,Diesel,Manual,83.0,200.0,20.46,1461,1,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Creta,2022,17.5,40000,Diesel,Manual,113.0,250.0,19.24556842105263,1493,1,Third Party insurance,5,hyderabad
Sedan,Honda,Honda City,2014,5.42,90102,Diesel,Manual,98.0,200.0,26.0,1498,1,Third Party insurance,5,hyderabad
Hatchback,Datsun,Datsun RediGO,2019,2.87,32329,Petrol,Manual,53.0,72.0,22.7,799,2,Third Party insurance,5,hyderabad
SUV,Mahindra,Mahindra XUV300,2020,8.1,50000,Petrol,Manual,108.0,200.0,17.0,1197,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata Nexon,2020,9.69,72812,Petrol,Automatic,118.0,170.0,16.35,1199,2,Zero Dep,5,hyderabad
Sedan,Hyundai,Hyundai Xcent,2016,2.8,120000,Diesel,Manual,71.0,180.0,24.4,1120,3,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai i20,2019,7.0,30000,Petrol,Automatic,81.0,117.0,17.4,1197,2,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai i20,2019,7.0,60000,Diesel,Manual,88.0,224.0,22.54,1396,2,Third Party insurance,5,hyderabad
Sedan,Ford,Ford Fiesta,2008,2.0,70000,Petrol,Manual,100.33333333333333,58.0,15.3,1596,2,Third Party insurance,5,hyderabad
Sedan,Honda,Honda Amaze,2018,6.0,60000,Diesel,Manual,98.0,200.0,25.8,1498,2,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Venue,2022,8.75,30000,Petrol,Manual,81.0,113.0,17.52,1197,2,Third Party insurance,5,hyderabad
SUV,Jeep,Jeep Compass,2022,31.8,24916,Diesel,Automatic,167.0,350.0,14.9,1956,1,Comprehensive,5,hyderabad
Hatchback,Hyundai,Hyundai EON,2015,2.79,25121,Petrol,Manual,55.0,74.0,21.1,814,1,Third Party,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2011,2.44,95916,Petrol,Manual,78.0,111.0,20.36,1197,2,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Ritz,2016,3.0,98076,Diesel,Manual,73.0,190.0,23.2,1248,2,Not Available,5,hyderabad
Hatchback,Renault,Renault KWID,2018,3.39,84020,Petrol,Manual,67.0,91.0,23.01,999,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2015,2.59,49692,Petrol,Manual,47.0,69.0,22.05,796,2,Third Party,5,hyderabad
Hatchback,Hyundai,Hyundai Getz,2008,1.5,90000,Petrol,Manual,82.0,11.0,14.2,1341,2,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2011,2.69,96502,Petrol,Manual,78.0,111.0,20.36,1197,1,Third Party insurance,5,hyderabad
Sedan,Jaguar,Jaguar XJ,2018,63.0,60000,Diesel,Automatic,301.0,689.0,14.47,2993,2,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2019,4.0,37634,Petrol,Manual,67.0,91.0,23.01,999,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto,2012,1.91,64934,Petrol,Manual,46.0,62.0,19.7,796,2,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2022,5.8,30000,Petrol,Manual,65.0,89.0,24.35,998,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2011,3.24,61609,Petrol,Automatic,78.0,111.0,16.95,1197,2,Third Party,5,hyderabad
Sedan,Skoda,Skoda Rapid,2018,8.6,80000,Petrol,Automatic,103.0,153.0,14.84,1598,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata New Safari,2021,21.0,60000,Diesel,Manual,167.0,350.0,16.14,1956,1,Third Party insurance,6,hyderabad
MUV,Maruti,Maruti Ertiga,2016,7.9,70000,Diesel,Manual,88.0,200.0,24.52,1248,2,Third Party insurance,7,hyderabad
Hatchback,Maruti,Maruti Wagon R,2012,2.6,80000,CNG,Manual,58.0,77.0,26.2,998,2,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Indica V2,2016,1.0,120000,Diesel,Manual,69.0,140.0,25.0,1396,2,Third Party insurance,5,hyderabad
SUV,Tata,Tata Hexa,2017,10.5,80000,Diesel,Manual,153.0,400.0,17.6,2179,3,Third Party insurance,7,hyderabad
Hatchback,Maruti,Maruti Ritz,2016,2.7,120000,Diesel,Manual,73.0,190.0,23.2,1248,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2009,2.5,120000,Diesel,Manual,75.0,190.0,17.8,1248,2,Third Party insurance,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2021,7.32,30088,Petrol,Manual,75.0,95.0,17.74,999,1,Zero Dep,5,hyderabad
Hatchback,Datsun,Datsun RediGO,2017,2.73,65094,Petrol,Manual,53.0,72.0,22.7,799,2,Comprehensive,5,hyderabad
Hatchback,Maruti,Maruti Swift,2009,2.5,120000,Diesel,Manual,75.0,190.0,17.8,1248,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto,2010,1.75,55024,Petrol,Manual,46.0,62.0,19.7,796,1,Comprehensive,5,hyderabad
MUV,Renault,Renault Triber,2020,7.02,21687,Petrol,Automatic,71.0,96.0,18.2,999,2,Third Party insurance,7,hyderabad
MUV,Toyota,Toyota Innova,2013,10.85,120000,Diesel,Manual,100.0,200.0,12.99,2494,1,Third Party insurance,7,hyderabad
Hatchback,Datsun,Datsun GO,2017,2.79,72762,Petrol,Manual,67.0,104.0,19.02,1198,1,Third Party insurance,5,hyderabad
Pickup Trucks,Tata,Tata Yodha Pickup,2021,8.25,30000,Diesel,Manual,85.0,250.0,19.24556842105263,2956,1,Third Party insurance,2,hyderabad
Hatchback,Maruti,Maruti Wagon R,2017,3.87,52791,Petrol,Automatic,67.0,90.0,20.51,998,1,Zero Dep,5,hyderabad
SUV,Renault,Renault Duster,2012,3.83,67879,Diesel,Manual,83.0,200.0,20.45,1461,1,Third Party,5,hyderabad
Hatchback,Maruti,Maruti Baleno,2018,6.0,60053,Petrol,Manual,83.0,115.0,21.4,1197,1,Not Available,5,hyderabad
SUV,Nissan,Nissan Magnite,2021,8.13,23316,Petrol,Manual,71.0,96.0,18.75,999,1,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2017,3.5,50000,Petrol,Automatic,67.0,91.0,24.04,999,2,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro Xing,2007,1.55,100000,Petrol,Manual,62.0,96.0,17.92,1086,2,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai EON,2016,1.8,60000,LPG,Manual,55.0,74.0,21.1,814,2,Third Party insurance,5,hyderabad
Sedan,Honda,Honda City,2018,10.5,20000,Petrol,Automatic,117.0,145.0,18.0,1497,1,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Indica V2,2015,1.8,120000,Diesel,Manual,48.0,85.0,17.88,1405,1,Third Party insurance,5,hyderabad
SUV,Jeep,Jeep Compass,2018,8.9,30000,Petrol,Manual,160.0,250.0,16.0,1368,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2019,7.0,70000,Diesel,Manual,74.0,190.0,28.4,1248,1,Third Party insurance,5,hyderabad
SUV,Nissan,Nissan Magnite,2022,6.4,10000,Petrol,Manual,71.0,96.0,18.75,999,2,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2016,2.9,42203,Petrol,Manual,53.0,72.0,25.17,799,2,Third Party insurance,5,hyderabad
SUV,Maruti,Maruti SX4 S Cross,2020,9.99,27653,Petrol,Automatic,103.0,138.0,18.43,1462,1,Comprehensive,5,hyderabad
SUV,Audi,Audi Q5,2013,18.0,100000,Diesel,Automatic,174.0,380.0,14.16,1968,2,Third Party insurance,5,hyderabad
Hatchback,Datsun,Datsun GO,2016,2.86,67429,Petrol,Manual,67.0,104.0,19.02,1198,1,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2017,2.93,65192,Petrol,Manual,67.0,91.0,23.01,999,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro Xing,2003,95.0,120000,Petrol,Manual,66.0068493150685,95.93150684931507,19.24556842105263,1086,2,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Altroz,2021,7.53,26893,Diesel,Manual,88.0,200.0,23.64,1497,1,Comprehensive,5,hyderabad
Sedan,Chevrolet,Chevrolet Cruze,2010,3.5,90000,Diesel,Automatic,147.0,327.0,18.1,1991,2,Third Party insurance,5,hyderabad
SUV,Maruti,Maruti Vitara Brezza,2018,6.88,70167,Diesel,Manual,88.0,200.0,24.3,1248,2,Third Party insurance,5,hyderabad
Minivans,Maruti,Maruti Eeco,2016,3.76,84542,Petrol,Manual,73.0,101.0,15.37,1196,2,Third Party insurance,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2015,6.0,50000,Petrol,Automatic,103.0,175.0,17.21,1197,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Alto 800,2017,3.25,36027,Petrol,Manual,47.0,69.0,24.7,796,1,Third Party,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2015,6.0,50000,Petrol,Automatic,103.0,175.0,17.21,1197,1,Third Party insurance,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2015,6.0,50000,Petrol,Automatic,103.0,175.0,17.21,1197,1,Third Party insurance,5,hyderabad
Hatchback,Ford,Ford Figo,2013,4.0,10000,Petrol,Manual,70.0,102.0,15.6,1196,1,Third Party insurance,5,hyderabad
Sedan,Volkswagen,Volkswagen Vento,2011,3.0,90000,Diesel,Manual,103.0,250.0,20.54,1598,5,Third Party insurance,5,hyderabad
MUV,Tata,Tata Indigo Marina,2004,80.0,70000,Petrol,Manual,85.0,12.0,12.8,1396,3,Third Party insurance,5,hyderabad
SUV,Hyundai,Hyundai Creta,2022,16.85,40000,Petrol,Manual,113.0,143.0,19.24556842105263,1497,1,Third Party insurance,5,hyderabad
Hatchback,Tata,Tata Indica V2,2016,2.0,100000,Diesel,Manual,69.0,140.0,25.0,1396,1,Third Party insurance,5,hyderabad
Sedan,Honda,Honda Amaze,2021,7.2,40000,Petrol,Manual,88.0,110.0,18.6,1199,1,Third Party insurance,5,hyderabad
SUV,Honda,Honda WR-V,2021,10.64,77687,Petrol,Manual,88.0,110.0,16.5,1199,1,Third Party,5,hyderabad
Hatchback,Maruti,Maruti Baleno,2016,6.47,52456,Petrol,Manual,83.0,115.0,21.4,1197,1,Comprehensive,5,hyderabad
Sedan,Volkswagen,Volkswagen Virtus,2022,16.25,24000,Petrol,Manual,113.0,178.0,19.4,999,1,Third Party insurance,5,hyderabad
Hatchback,Honda,Honda Jazz,2021,8.46,42674,Petrol,Manual,88.0,110.0,17.1,1199,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti S-Presso,2019,4.58,44903,Petrol,Manual,65.0,89.0,21.7,998,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Wagon R,2008,1.95,65000,Petrol,Manual,67.0,90.0,21.79,998,1,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2013,4.25,72205,Petrol,Manual,88.0,113.0,22.38,1197,2,Comprehensive,5,hyderabad
SUV,Ford,Ford Ecosport,2015,6.5,70000,Diesel,Manual,98.0,205.0,22.77,1498,1,Third Party insurance,5,hyderabad
Hatchback,Volkswagen,Volkswagen Polo,2019,5.84,101306,Petrol,Manual,75.0,95.0,17.74,999,2,Third Party,5,hyderabad
Hatchback,Hyundai,Hyundai i10,2009,2.2,60000,Petrol,Manual,78.0,111.0,20.36,1197,2,Third Party insurance,5,hyderabad
Hatchback,Maruti,Maruti Swift,2018,6.19,81028,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party insurance,5,hyderabad
SUV,Honda,Honda WR-V,2018,7.0,80000,Diesel,Manual,98.0,200.0,25.5,1498,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata Harrier,2021,20.0,20000,Diesel,Automatic,167.0,350.0,14.6,1956,1,Third Party insurance,5,hyderabad
Sedan,Maruti,Maruti Swift Dzire,2016,4.5,120000,Diesel,Manual,74.0,190.0,26.59,1248,1,Third Party insurance,5,hyderabad
SUV,Tata,Tata Harrier,2021,20.0,20000,Diesel,Automatic,167.0,350.0,14.6,1956,1,Third Party insurance,5,hyderabad
Hatchback,Hyundai,Hyundai Santro Xing,2010,1.8,120000,Petrol,Manual,62.0,96.0,19.24556842105263,1086,2,Third Party insurance,5,hyderabad
Hatchback,Renault,Renault KWID,2016,2.24,52442,Petrol,Manual,53.0,72.0,25.17,799,3,Not Available,5,hyderabad
SUV,Renault,Renault Duster,2014,3.81,90001,Diesel,Manual,108.0,248.0,19.01,1461,2,Not Available,5,hyderabad
